person1,person2,meeting_times,meeting_information
Bertrand Ovan,Linnea Bergen,45,"['(""General Grocer"", ""2014-01-07 12:36:36"", ""2014-01-07 13:37:01"", ""01:00:25"")', '(""Katerina\'s Café"", ""2014-01-06 19:23:48"", ""2014-01-06 20:14:01"", ""00:50:13"")', '(""Katerina\'s Café"", ""2014-01-07 19:22:02"", ""2014-01-07 20:13:01"", ""00:50:59"")', '(""Katerina\'s Café"", ""2014-01-08 19:47:02"", ""2014-01-08 20:46:55"", ""00:59:53"")', '(""Katerina\'s Café"", ""2014-01-12 18:45:40"", ""2014-01-12 19:26:01"", ""00:40:21"")', '(""Katerina\'s Café"", ""2014-01-13 19:17:01"", ""2014-01-13 19:55:45"", ""00:38:44"")', '(""Katerina\'s Café"", ""2014-01-15 19:12:51"", ""2014-01-15 19:17:01"", ""00:04:10"")', '(""Katerina\'s Café"", ""2014-01-15 19:17:01"", ""2014-01-15 21:07:01"", ""01:50:00"")', '(""Katerina\'s Café"", ""2014-01-16 19:16:02"", ""2014-01-16 19:52:42"", ""00:36:40"")', '(""Coffee Chameleon"", ""2014-01-06 07:24:29"", ""2014-01-06 07:51:01"", ""00:26:32"")', '(""Coffee Chameleon"", ""2014-01-07 07:33:07"", ""2014-01-07 07:51:47"", ""00:18:40"")', '(""Coffee Chameleon"", ""2014-01-08 07:39:15"", ""2014-01-08 07:56:04"", ""00:16:49"")', '(""Coffee Chameleon"", ""2014-01-09 07:09:42"", ""2014-01-09 07:44:01"", ""00:34:19"")', '(""Coffee Chameleon"", ""2014-01-10 07:08:42"", ""2014-01-10 07:44:01"", ""00:35:19"")', '(""Coffee Chameleon"", ""2014-01-14 07:23:42"", ""2014-01-14 07:37:39"", ""00:13:57"")', '(""Coffee Chameleon"", ""2014-01-15 07:34:17"", ""2014-01-15 07:54:57"", ""00:20:40"")', '(""Coffee Chameleon"", ""2014-01-16 07:18:16"", ""2014-01-16 07:39:51"", ""00:21:35"")', '(""Coffee Chameleon"", ""2014-01-17 07:33:42"", ""2014-01-17 07:42:21"", ""00:08:39"")', '(""Guy\'s Gyros"", ""2014-01-06 17:34:42"", ""2014-01-06 18:45:01"", ""01:10:19"")', '(""Guy\'s Gyros"", ""2014-01-06 20:37:58"", ""2014-01-07 07:17:01"", ""10:39:03"")', '(""Guy\'s Gyros"", ""2014-01-07 17:49:42"", ""2014-01-07 18:47:29"", ""00:57:47"")', '(""Guy\'s Gyros"", ""2014-01-07 20:43:35"", ""2014-01-08 07:24:01"", ""10:40:26"")', '(""Guy\'s Gyros"", ""2014-01-08 17:56:42"", ""2014-01-08 19:06:57"", ""01:10:15"")', '(""Guy\'s Gyros"", ""2014-01-08 21:17:02"", ""2014-01-09 07:03:21"", ""09:46:19"")', '(""Guy\'s Gyros"", ""2014-01-09 17:32:42"", ""2014-01-09 18:26:22"", ""00:53:40"")', '(""Guy\'s Gyros"", ""2014-01-09 20:34:53"", ""2014-01-10 07:03:33"", ""10:28:40"")', '(""Guy\'s Gyros"", ""2014-01-10 17:45:42"", ""2014-01-10 18:18:10"", ""00:32:28"")', '(""Guy\'s Gyros"", ""2014-01-10 22:31:01"", ""2014-01-11 12:32:01"", ""14:01:00"")', '(""Guy\'s Gyros"", ""2014-01-11 14:03:04"", ""2014-01-11 18:20:01"", ""04:16:57"")', '(""Guy\'s Gyros"", ""2014-01-11 20:29:01"", ""2014-01-11 22:11:01"", ""01:42:00"")', '(""Guy\'s Gyros"", ""2014-01-12 00:00:45"", ""2014-01-12 12:51:33"", ""12:50:48"")', '(""Guy\'s Gyros"", ""2014-01-12 16:17:20"", ""2014-01-12 16:22:01"", ""00:04:41"")', '(""Guy\'s Gyros"", ""2014-01-12 16:22:01"", ""2014-01-12 18:15:01"", ""01:53:00"")', '(""Guy\'s Gyros"", ""2014-01-12 20:16:28"", ""2014-01-13 07:05:24"", ""10:48:56"")', '(""Guy\'s Gyros"", ""2014-01-13 17:54:42"", ""2014-01-13 18:39:01"", ""00:44:19"")', '(""Guy\'s Gyros"", ""2014-01-13 20:51:02"", ""2014-01-14 07:15:56"", ""10:24:54"")', '(""Guy\'s Gyros"", ""2014-01-14 17:59:01"", ""2014-01-14 18:50:15"", ""00:51:14"")', '(""Guy\'s Gyros"", ""2014-01-14 20:26:12"", ""2014-01-15 07:30:01"", ""11:03:49"")', '(""Guy\'s Gyros"", ""2014-01-15 17:45:42"", ""2014-01-15 19:10:01"", ""01:24:19"")', '(""Guy\'s Gyros"", ""2014-01-15 21:25:59"", ""2014-01-15 21:50:01"", ""00:24:02"")', '(""Guy\'s Gyros"", ""2014-01-15 21:50:01"", ""2014-01-16 07:08:01"", ""09:18:00"")', '(""Guy\'s Gyros"", ""2014-01-16 17:44:25"", ""2014-01-16 18:46:33"", ""01:02:08"")', '(""Guy\'s Gyros"", ""2014-01-16 21:02:02"", ""2014-01-17 07:25:07"", ""10:23:05"")', '(""Guy\'s Gyros"", ""2014-01-17 17:46:42"", ""2014-01-17 19:36:01"", ""01:49:19"")', '(""Guy\'s Gyros"", ""2014-01-17 20:25:02"", ""2014-01-18 12:20:01"", ""15:54:59"")']"
Linnea Bergen,Willem Vasco-Pais,3,"['(""General Grocer"", ""2014-01-07 12:41:16"", ""2014-01-07 13:37:01"", ""00:55:45"")', '(""Roberts and Sons"", ""2014-01-18 13:11:04"", ""2014-01-18 13:27:01"", ""00:15:57"")', '(""Roberts and Sons"", ""2014-01-18 13:27:47"", ""2014-01-18 13:30:01"", ""00:02:14"")']"
Edvard Vann,Elsa Orilla,1,"['(""General Grocer"", ""2014-01-09 12:03:16"", ""2014-01-09 13:22:01"", ""01:18:45"")']"
Inga Ferro,Lucas Alcazar,4,"['(""General Grocer"", ""2014-01-06 12:24:16"", ""2014-01-06 13:50:01"", ""01:25:45"")', '(""General Grocer"", ""2014-01-08 12:17:16"", ""2014-01-08 13:44:01"", ""01:26:45"")', '(""Brew\'ve Been Served"", ""2014-01-16 12:32:42"", ""2014-01-16 13:26:01"", ""00:53:19"")', '(""Katerina\'s Café"", ""2014-01-18 18:36:45"", ""2014-01-18 19:37:01"", ""01:00:16"")']"
Adra Nubarron,Lucas Alcazar,2,"['(""General Grocer"", ""2014-01-08 12:19:16"", ""2014-01-08 13:39:01"", ""01:19:45"")', '(""Brew\'ve Been Served"", ""2014-01-09 19:45:58"", ""2014-01-09 20:28:01"", ""00:42:03"")']"
Lucas Alcazar,Varja Lagos,5,"['(""General Grocer"", ""2014-01-08 12:17:16"", ""2014-01-08 13:42:01"", ""01:24:45"")', '(""Brew\'ve Been Served"", ""2014-01-09 18:59:47"", ""2014-01-09 19:04:01"", ""00:04:14"")', '(""Brew\'ve Been Served"", ""2014-01-09 19:04:01"", ""2014-01-09 19:37:01"", ""00:33:00"")', '(""Katerina\'s Café"", ""2014-01-07 12:32:23"", ""2014-01-07 13:37:01"", ""01:04:38"")', '(""Katerina\'s Café"", ""2014-01-13 12:28:23"", ""2014-01-13 13:23:01"", ""00:54:38"")']"
Gustav Cazar,Sven Flecha,2,"['(""General Grocer"", ""2014-01-14 12:29:16"", ""2014-01-14 13:39:01"", ""01:09:45"")', '(""Roberts and Sons"", ""2014-01-07 12:40:26"", ""2014-01-07 13:28:01"", ""00:47:35"")']"
Gustav Cazar,Kanon Herrero,3,"['(""General Grocer"", ""2014-01-14 12:42:16"", ""2014-01-14 13:36:01"", ""00:53:45"")', '(""White Building"", ""2014-01-10 19:12:00"", ""2014-01-10 23:33:01"", ""04:21:01"")', '(""Katerina\'s Café"", ""2014-01-08 12:32:23"", ""2014-01-08 13:48:01"", ""01:15:38"")']"
Ada Campo-Corrente,Lidelse Dedos,3,"['(""General Grocer"", ""2014-01-07 12:18:16"", ""2014-01-07 13:27:01"", ""01:08:45"")', '(""Roberts and Sons"", ""2014-01-17 12:20:17"", ""2014-01-17 13:17:01"", ""00:56:44"")', '(""Katerina\'s Café"", ""2014-01-06 12:27:23"", ""2014-01-06 13:00:01"", ""00:32:38"")']"
Ada Campo-Corrente,Bertrand Ovan,1,"['(""General Grocer"", ""2014-01-07 12:36:36"", ""2014-01-07 13:27:01"", ""00:50:25"")']"
Inga Ferro,Kare Orilla,4,"['(""General Grocer"", ""2014-01-06 12:23:16"", ""2014-01-06 14:02:01"", ""01:38:45"")', '(""General Grocer"", ""2014-01-17 12:34:16"", ""2014-01-17 13:59:01"", ""01:24:45"")', '(""Roberts and Sons"", ""2014-01-09 12:38:17"", ""2014-01-09 14:03:01"", ""01:24:44"")', '(""Roberts and Sons"", ""2014-01-10 12:33:17"", ""2014-01-10 14:07:01"", ""01:33:44"")']"
Hennie Osvaldo,Inga Ferro,27,"['(""General Grocer"", ""2014-01-08 12:31:27"", ""2014-01-08 13:29:01"", ""00:57:34"")', '(""Katerina\'s Café"", ""2014-01-06 07:29:36"", ""2014-01-06 07:55:01"", ""00:25:25"")', '(""Katerina\'s Café"", ""2014-01-07 07:46:36"", ""2014-01-07 08:09:01"", ""00:22:25"")', '(""Katerina\'s Café"", ""2014-01-08 07:37:36"", ""2014-01-08 07:52:01"", ""00:14:25"")', '(""Katerina\'s Café"", ""2014-01-10 07:33:36"", ""2014-01-10 07:53:01"", ""00:19:25"")', '(""Katerina\'s Café"", ""2014-01-14 07:35:36"", ""2014-01-14 07:51:01"", ""00:15:25"")', '(""Katerina\'s Café"", ""2014-01-15 07:25:36"", ""2014-01-15 07:51:01"", ""00:25:25"")', '(""Katerina\'s Café"", ""2014-01-17 07:51:36"", ""2014-01-17 08:08:01"", ""00:16:25"")', '(""Katerina\'s Café"", ""2014-01-18 18:36:45"", ""2014-01-18 20:08:01"", ""01:31:16"")', '(""Coffee Chameleon"", ""2014-01-15 11:53:36"", ""2014-01-15 12:12:01"", ""00:18:25"")', '(""Guy\'s Gyros"", ""2014-01-10 11:28:56"", ""2014-01-10 11:48:01"", ""00:19:05"")', '(""Guy\'s Gyros"", ""2014-01-10 11:48:01"", ""2014-01-10 12:12:01"", ""00:24:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-06 20:34:45"", ""2014-01-07 07:37:01"", ""11:02:16"")', '(""Frydos Autosupply n\' More"", ""2014-01-07 21:09:43"", ""2014-01-07 21:23:01"", ""00:13:18"")', '(""Frydos Autosupply n\' More"", ""2014-01-07 21:23:01"", ""2014-01-08 07:17:01"", ""09:54:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-09 20:24:01"", ""2014-01-10 07:24:01"", ""11:00:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-10 20:31:13"", ""2014-01-11 03:20:01"", ""06:48:48"")', '(""Frydos Autosupply n\' More"", ""2014-01-13 21:26:40"", ""2014-01-13 21:32:01"", ""00:05:21"")', '(""Frydos Autosupply n\' More"", ""2014-01-13 21:32:01"", ""2014-01-13 23:00:01"", ""01:28:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-14 03:43:56"", ""2014-01-14 06:38:01"", ""02:54:05"")', '(""Frydos Autosupply n\' More"", ""2014-01-14 06:38:01"", ""2014-01-14 07:11:01"", ""00:33:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-14 21:27:38"", ""2014-01-14 21:36:01"", ""00:08:23"")', '(""Frydos Autosupply n\' More"", ""2014-01-14 21:36:01"", ""2014-01-15 07:12:01"", ""09:36:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-16 20:36:25"", ""2014-01-17 07:38:01"", ""11:01:36"")', '(""Frydos Autosupply n\' More"", ""2014-01-17 21:18:40"", ""2014-01-17 21:37:01"", ""00:18:21"")', '(""Frydos Autosupply n\' More"", ""2014-01-17 21:37:01"", ""2014-01-18 11:13:01"", ""13:36:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-18 14:09:45"", ""2014-01-18 18:35:01"", ""04:25:16"")']"
Adra Nubarron,Inga Ferro,17,"['(""General Grocer"", ""2014-01-08 12:19:16"", ""2014-01-08 13:39:01"", ""01:19:45"")', '(""Ouzeri Elian"", ""2014-01-12 13:43:11"", ""2014-01-12 13:51:01"", ""00:07:50"")', '(""Ouzeri Elian"", ""2014-01-12 13:51:01"", ""2014-01-12 15:31:01"", ""01:40:00"")', '(""Roberts and Sons"", ""2014-01-07 12:27:57"", ""2014-01-07 13:28:01"", ""01:00:04"")', '(""Roberts and Sons"", ""2014-01-10 12:25:57"", ""2014-01-10 13:46:01"", ""01:20:04"")', '(""Roberts and Sons"", ""2014-01-11 18:38:45"", ""2014-01-11 19:19:01"", ""00:40:16"")', '(""Roberts and Sons"", ""2014-01-13 12:42:02"", ""2014-01-13 13:22:01"", ""00:39:59"")', '(""Brew\'ve Been Served"", ""2014-01-13 19:51:55"", ""2014-01-13 19:55:45"", ""00:03:50"")', '(""Brew\'ve Been Served"", ""2014-01-13 19:55:45"", ""2014-01-13 20:22:01"", ""00:26:16"")', '(""Katerina\'s Café"", ""2014-01-07 07:39:36"", ""2014-01-07 08:01:01"", ""00:21:25"")', '(""Katerina\'s Café"", ""2014-01-08 08:00:23"", ""2014-01-08 08:05:01"", ""00:04:38"")', '(""Katerina\'s Café"", ""2014-01-09 07:48:36"", ""2014-01-09 08:02:01"", ""00:13:25"")', '(""Katerina\'s Café"", ""2014-01-10 07:33:36"", ""2014-01-10 08:10:01"", ""00:36:25"")', '(""Katerina\'s Café"", ""2014-01-14 07:42:23"", ""2014-01-14 08:05:01"", ""00:22:38"")', '(""Katerina\'s Café"", ""2014-01-15 07:30:23"", ""2014-01-15 07:56:01"", ""00:25:38"")', '(""Katerina\'s Café"", ""2014-01-16 08:03:36"", ""2014-01-16 08:05:01"", ""00:01:25"")', '(""Katerina\'s Café"", ""2014-01-17 08:04:23"", ""2014-01-17 08:24:01"", ""00:19:38"")']"
Inga Ferro,Varja Lagos,17,"['(""General Grocer"", ""2014-01-08 12:10:16"", ""2014-01-08 13:42:01"", ""01:31:45"")', '(""Roberts and Sons"", ""2014-01-09 12:27:46"", ""2014-01-09 13:28:01"", ""01:00:15"")', '(""Roberts and Sons"", ""2014-01-10 12:25:57"", ""2014-01-10 13:31:01"", ""01:05:04"")', '(""Brew\'ve Been Served"", ""2014-01-06 19:21:47"", ""2014-01-06 20:18:01"", ""00:56:14"")', '(""Brew\'ve Been Served"", ""2014-01-07 18:37:05"", ""2014-01-07 19:50:01"", ""01:12:56"")', '(""Brew\'ve Been Served"", ""2014-01-08 19:07:05"", ""2014-01-08 20:19:01"", ""01:11:56"")', '(""Brew\'ve Been Served"", ""2014-01-17 18:55:58"", ""2014-01-17 20:19:01"", ""01:23:03"")', '(""Katerina\'s Café"", ""2014-01-06 07:45:23"", ""2014-01-06 07:56:01"", ""00:10:38"")', '(""Katerina\'s Café"", ""2014-01-07 07:47:23"", ""2014-01-07 07:58:01"", ""00:10:38"")', '(""Katerina\'s Café"", ""2014-01-08 07:36:23"", ""2014-01-08 07:56:01"", ""00:19:38"")', '(""Katerina\'s Café"", ""2014-01-09 07:48:36"", ""2014-01-09 08:02:01"", ""00:13:25"")', '(""Katerina\'s Café"", ""2014-01-10 07:33:36"", ""2014-01-10 07:52:01"", ""00:18:25"")', '(""Katerina\'s Café"", ""2014-01-14 07:35:36"", ""2014-01-14 07:49:01"", ""00:13:25"")', '(""Katerina\'s Café"", ""2014-01-15 07:39:23"", ""2014-01-15 07:59:01"", ""00:19:38"")', '(""Katerina\'s Café"", ""2014-01-16 12:08:23"", ""2014-01-16 12:26:01"", ""00:17:38"")', '(""Katerina\'s Café"", ""2014-01-17 07:55:23"", ""2014-01-17 08:05:01"", ""00:09:38"")', '(""Katerina\'s Café"", ""2014-01-18 13:13:42"", ""2014-01-18 13:35:01"", ""00:21:19"")']"
Inga Ferro,Loreto Bodrogi,47,"['(""General Grocer"", ""2014-01-15 12:19:21"", ""2014-01-15 13:57:01"", ""01:37:40"")', '(""Roberts and Sons"", ""2014-01-13 12:42:02"", ""2014-01-13 13:51:01"", ""01:08:59"")', '(""Brew\'ve Been Served"", ""2014-01-07 18:37:05"", ""2014-01-07 19:50:01"", ""01:12:56"")', '(""Brew\'ve Been Served"", ""2014-01-08 19:07:05"", ""2014-01-08 20:19:01"", ""01:11:56"")', '(""Brew\'ve Been Served"", ""2014-01-14 19:24:05"", ""2014-01-14 20:26:01"", ""01:01:56"")', '(""Brew\'ve Been Served"", ""2014-01-17 18:57:05"", ""2014-01-17 20:22:01"", ""01:24:56"")', '(""Bean There Done That"", ""2014-01-17 11:19:32"", ""2014-01-17 12:04:01"", ""00:44:29"")', '(""Katerina\'s Café"", ""2014-01-06 07:48:36"", ""2014-01-06 08:03:01"", ""00:14:25"")', '(""Katerina\'s Café"", ""2014-01-08 07:20:36"", ""2014-01-08 07:50:01"", ""00:29:25"")', '(""Katerina\'s Café"", ""2014-01-10 07:33:36"", ""2014-01-10 08:10:01"", ""00:36:25"")', '(""Katerina\'s Café"", ""2014-01-14 07:35:36"", ""2014-01-14 07:55:01"", ""00:19:25"")', '(""Katerina\'s Café"", ""2014-01-15 07:45:36"", ""2014-01-15 07:59:01"", ""00:13:25"")', '(""Katerina\'s Café"", ""2014-01-16 08:03:36"", ""2014-01-16 08:10:01"", ""00:06:25"")', '(""Katerina\'s Café"", ""2014-01-17 07:55:36"", ""2014-01-17 08:17:01"", ""00:21:25"")', '(""Katerina\'s Café"", ""2014-01-18 18:36:45"", ""2014-01-18 20:15:01"", ""01:38:16"")', '(""Coffee Chameleon"", ""2014-01-15 11:53:36"", ""2014-01-15 12:10:01"", ""00:16:25"")', '(""Frydos Autosupply n\' More"", ""2014-01-06 17:44:46"", ""2014-01-06 19:19:01"", ""01:34:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-06 20:30:05"", ""2014-01-07 03:20:01"", ""06:49:56"")', '(""Frydos Autosupply n\' More"", ""2014-01-07 17:33:46"", ""2014-01-07 18:29:01"", ""00:55:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-07 20:25:03"", ""2014-01-07 20:35:01"", ""00:09:58"")', '(""Frydos Autosupply n\' More"", ""2014-01-07 20:35:01"", ""2014-01-08 07:17:01"", ""10:42:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-08 17:41:46"", ""2014-01-08 18:50:01"", ""01:08:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-08 21:04:05"", ""2014-01-09 03:20:01"", ""06:15:56"")', '(""Frydos Autosupply n\' More"", ""2014-01-09 17:37:46"", ""2014-01-09 19:25:01"", ""01:47:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-09 20:49:13"", ""2014-01-09 20:55:01"", ""00:05:48"")', '(""Frydos Autosupply n\' More"", ""2014-01-09 20:55:01"", ""2014-01-10 07:23:01"", ""10:28:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-10 17:32:46"", ""2014-01-10 18:48:01"", ""01:15:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-10 20:32:04"", ""2014-01-10 20:54:01"", ""00:21:57"")', '(""Frydos Autosupply n\' More"", ""2014-01-10 20:54:01"", ""2014-01-11 11:00:01"", ""14:06:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-11 14:12:47"", ""2014-01-11 18:28:01"", ""04:15:14"")', '(""Frydos Autosupply n\' More"", ""2014-01-11 19:29:45"", ""2014-01-12 12:39:01"", ""17:09:16"")', '(""Frydos Autosupply n\' More"", ""2014-01-12 15:44:09"", ""2014-01-12 15:53:01"", ""00:08:52"")', '(""Frydos Autosupply n\' More"", ""2014-01-12 15:53:01"", ""2014-01-12 18:29:01"", ""02:36:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-12 19:36:01"", ""2014-01-13 07:31:01"", ""11:55:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-13 17:52:46"", ""2014-01-13 18:39:01"", ""00:46:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-13 20:23:05"", ""2014-01-14 07:31:01"", ""11:07:56"")', '(""Frydos Autosupply n\' More"", ""2014-01-14 17:41:46"", ""2014-01-14 19:15:01"", ""01:33:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-14 20:37:02"", ""2014-01-14 20:41:01"", ""00:03:59"")', '(""Frydos Autosupply n\' More"", ""2014-01-14 20:41:01"", ""2014-01-15 07:12:01"", ""10:31:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-15 17:43:46"", ""2014-01-15 19:03:01"", ""01:19:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-15 21:01:02"", ""2014-01-15 21:06:01"", ""00:04:59"")', '(""Frydos Autosupply n\' More"", ""2014-01-15 21:06:01"", ""2014-01-16 07:34:01"", ""10:28:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-16 17:40:46"", ""2014-01-16 18:35:01"", ""00:54:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-16 20:36:25"", ""2014-01-17 07:38:01"", ""11:01:36"")', '(""Frydos Autosupply n\' More"", ""2014-01-17 17:33:46"", ""2014-01-17 18:37:01"", ""01:03:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-17 20:31:05"", ""2014-01-18 11:13:01"", ""14:41:56"")', '(""Frydos Autosupply n\' More"", ""2014-01-18 15:26:01"", ""2014-01-18 18:32:01"", ""03:06:00"")']"
Edvard Vann,Inga Ferro,15,"['(""General Grocer"", ""2014-01-15 19:35:45"", ""2014-01-15 19:57:01"", ""00:21:16"")', '(""Roberts and Sons"", ""2014-01-07 12:27:57"", ""2014-01-07 13:36:01"", ""01:08:04"")', '(""Brew\'ve Been Served"", ""2014-01-07 18:56:53"", ""2014-01-07 19:01:01"", ""00:04:08"")', '(""Brew\'ve Been Served"", ""2014-01-07 19:01:01"", ""2014-01-07 19:50:01"", ""00:49:00"")', '(""Brew\'ve Been Served"", ""2014-01-13 19:14:01"", ""2014-01-13 20:13:01"", ""00:59:00"")', '(""Brew\'ve Been Served"", ""2014-01-14 19:16:05"", ""2014-01-14 20:05:01"", ""00:48:56"")', '(""Brew\'ve Been Served"", ""2014-01-17 18:38:05"", ""2014-01-17 19:57:01"", ""01:18:56"")', '(""Katerina\'s Café"", ""2014-01-06 07:29:36"", ""2014-01-06 07:35:01"", ""00:05:25"")', '(""Katerina\'s Café"", ""2014-01-07 07:39:36"", ""2014-01-07 07:42:01"", ""00:02:25"")', '(""Katerina\'s Café"", ""2014-01-08 07:54:48"", ""2014-01-08 08:02:01"", ""00:07:13"")', '(""Katerina\'s Café"", ""2014-01-09 07:48:36"", ""2014-01-09 07:50:01"", ""00:01:25"")', '(""Katerina\'s Café"", ""2014-01-10 07:33:36"", ""2014-01-10 08:02:01"", ""00:28:25"")', '(""Katerina\'s Café"", ""2014-01-14 12:28:23"", ""2014-01-14 13:36:01"", ""01:07:38"")', '(""Katerina\'s Café"", ""2014-01-15 07:36:01"", ""2014-01-15 07:59:01"", ""00:23:00"")', '(""Katerina\'s Café"", ""2014-01-17 07:49:48"", ""2014-01-17 08:02:01"", ""00:12:13"")']"
Inga Ferro,Marin Onda,7,"['(""General Grocer"", ""2014-01-17 12:21:16"", ""2014-01-17 13:46:01"", ""01:24:45"")', '(""Ouzeri Elian"", ""2014-01-12 12:56:20"", ""2014-01-12 13:31:01"", ""00:34:41"")', '(""Ouzeri Elian"", ""2014-01-12 13:31:52"", ""2014-01-12 13:32:01"", ""00:00:09"")', '(""Ouzeri Elian"", ""2014-01-12 13:32:52"", ""2014-01-12 15:14:01"", ""01:41:09"")', '(""Roberts and Sons"", ""2014-01-10 12:25:57"", ""2014-01-10 13:40:01"", ""01:14:04"")', '(""Brew\'ve Been Served"", ""2014-01-06 19:35:15"", ""2014-01-06 20:29:01"", ""00:53:46"")', '(""Katerina\'s Café"", ""2014-01-18 18:36:45"", ""2014-01-18 19:57:01"", ""01:20:16"")']"
Inga Ferro,Orhan Strum,4,"['(""General Grocer"", ""2014-01-17 12:16:16"", ""2014-01-17 13:21:01"", ""01:04:45"")', '(""Ouzeri Elian"", ""2014-01-12 12:46:45"", ""2014-01-12 13:31:01"", ""00:44:16"")', '(""Ouzeri Elian"", ""2014-01-12 13:31:52"", ""2014-01-12 13:37:01"", ""00:05:09"")', '(""Katerina\'s Café"", ""2014-01-14 12:28:23"", ""2014-01-14 13:21:01"", ""00:52:38"")']"
