Person 1,Person 2,Meeting Times,Meeting Information
Stenig Fusil,Edvard Vann,8,"[(""Katerina's Café"", '2014-01-09 07:12:01', '2014-01-09 07:16:35'), (""Katerina's Café"", '2014-01-14 07:10:01', '2014-01-14 07:12:48'), (""Katerina's Café"", '2014-01-16 07:44:01', '2014-01-16 07:46:48'), (""Albert's Fine Clothing"", '2014-01-17 12:05:01', '2014-01-17 12:13:27'), ('Sannan Park', '2014-01-07 17:30:01', '2014-01-07 17:33:46'), ('Sannan Park', '2014-01-11 19:37:01', '2014-01-11 19:38:47'), ('Sannan Park', '2014-01-15 17:37:01', '2014-01-15 17:38:46'), ('Sannan Park', '2014-01-18 19:43:01', '2014-01-18 19:45:47')]"
Stenig Fusil,Felix Balas,1,"[('Roberts and Sons', '2014-01-13 12:09:01', '2014-01-13 12:15:17')]"
Stenig Fusil,Felix Resumir,1,"[(""Brew've Been Served"", '2014-01-11 18:52:01', '2014-01-11 18:52:47')]"
Stenig Fusil,Gustav Cazar,1,"[(""Brew've Been Served"", '2014-01-16 12:18:01', '2014-01-16 12:20:42')]"
Stenig Fusil,Hennie Osvaldo,3,"[(""Katerina's Café"", '2014-01-14 07:11:01', '2014-01-14 07:13:36'), (""Katerina's Café"", '2014-01-15 07:23:01', '2014-01-15 07:25:36'), ('Roberts and Sons', '2014-01-14 12:17:01', '2014-01-14 12:20:17')]"
Stenig Fusil,Hideki Cocinaro,3,"[('Sannan Park', '2014-01-10 17:19:01', '2014-01-10 17:20:41'), ('Sannan Park', '2014-01-14 17:24:01', '2014-01-14 17:26:53'), ('Sannan Park', '2014-01-15 17:37:01', '2014-01-15 17:39:41')]"
Stenig Fusil,Inga Ferro,1,"[(""Katerina's Café"", '2014-01-08 07:18:01', '2014-01-08 07:19:36')]"
Stenig Fusil,Isia Vann,4,"[(""Katerina's Café"", '2014-01-06 07:15:01', '2014-01-06 07:17:36'), (""Katerina's Café"", '2014-01-14 07:10:01', '2014-01-14 07:12:36'), (""Katerina's Café"", '2014-01-15 07:23:01', '2014-01-15 07:25:36'), (""Brew've Been Served"", '2014-01-07 11:56:01', '2014-01-07 11:57:42')]"
Stenig Fusil,Kanon Herrero,1,"[('Coffee Cameleon', '2014-01-17 07:20:01', '2014-01-17 07:22:42')]"
Stenig Fusil,Lars Azada,1,"[('Roberts and Sons', '2014-01-08 12:01:01', '2014-01-08 12:05:26')]"
Stenig Fusil,Loreto Bodrogi,2,"[(""Katerina's Café"", '2014-01-08 07:18:01', '2014-01-08 07:20:36'), ('Roberts and Sons', '2014-01-13 12:10:01', '2014-01-13 12:15:17')]"
Stenig Fusil,Marin Onda,1,"[('Roberts and Sons', '2014-01-14 12:20:01', '2014-01-14 12:25:17')]"
Stenig Fusil,Minke Mies,2,"[('Roberts and Sons', '2014-01-14 12:17:01', '2014-01-14 12:25:17'), ('Coffee Cameleon', '2014-01-17 07:18:01', '2014-01-17 07:22:25')]"
Stenig Fusil,Sven Flecha,1,"[(""Brew've Been Served"", '2014-01-11 18:52:01', '2014-01-11 18:52:47')]"
Stenig Fusil,Varja Lagos,2,"[(""Brew've Been Served"", '2014-01-18 18:16:01', '2014-01-18 18:16:58'), (""Brew've Been Served"", '2014-01-19 18:16:01', '2014-01-19 18:16:47')]"
Sven Flecha,Adra Nubarron,5,"[('Roberts and Sons', '2014-01-16 12:12:01', '2014-01-16 12:13:17'), (""Guy's Gyros"", '2014-01-07 17:37:01', '2014-01-07 17:39:38'), (""Guy's Gyros"", '2014-01-08 17:35:01', '2014-01-08 17:37:38'), (""Guy's Gyros"", '2014-01-11 20:14:01', '2014-01-11 20:16:23'), ('Ahaggo Museum', '2014-01-18 13:28:01', '2014-01-18 13:31:38')]"
Sven Flecha,Axel Calzas,1,"[(""Brew've Been Served"", '2014-01-10 12:17:01', '2014-01-10 12:17:42')]"
Sven Flecha,Bertrand Ovan,2,"[(""Guy's Gyros"", '2014-01-10 17:14:01', '2014-01-10 17:16:57'), (""Guy's Gyros"", '2014-01-14 17:36:35', '2014-01-14 17:39:38')]"
Sven Flecha,Birgitta Frente,4,"[(""Albert's Fine Clothing"", '2014-01-13 12:17:01', '2014-01-13 12:21:27'), (""Guy's Gyros"", '2014-01-07 17:38:01', '2014-01-07 17:39:38'), (""Guy's Gyros"", '2014-01-10 17:17:01', '2014-01-10 17:19:38'), (""Guy's Gyros"", '2014-01-16 17:20:01', '2014-01-16 17:24:38')]"
Sven Flecha,Brand Tempestad,4,"[(""Katerina's Café"", '2014-01-13 07:15:01', '2014-01-13 07:15:53'), (""Guy's Gyros"", '2014-01-10 17:15:01', '2014-01-10 17:19:38'), (""Guy's Gyros"", '2014-01-13 17:29:01', '2014-01-13 17:33:38'), (""Guy's Gyros"", '2014-01-15 17:24:01', '2014-01-15 17:28:38')]"
Sven Flecha,Edvard Vann,4,"[(""Katerina's Café"", '2014-01-06 07:03:01', '2014-01-06 07:07:48'), ('Roberts and Sons', '2014-01-16 12:12:01', '2014-01-16 12:12:17'), (""Brew've Been Served"", '2014-01-14 18:42:01', '2014-01-14 18:44:23'), (""Brew've Been Served"", '2014-01-16 18:18:01', '2014-01-16 18:19:23')]"
Sven Flecha,Elsa Orilla,1,"[(""Brew've Been Served"", '2014-01-15 18:57:01', '2014-01-15 18:59:23')]"
Sven Flecha,Felix Balas,1,"[('Roberts and Sons', '2014-01-16 12:13:01', '2014-01-16 12:20:26')]"
Sven Flecha,Felix Resumir,6,"[(""Katerina's Café"", '2014-01-10 07:38:01', '2014-01-10 07:40:23'), ('Roberts and Sons', '2014-01-15 12:19:01', '2014-01-15 12:22:17'), ('Roberts and Sons', '2014-01-16 12:14:01', '2014-01-16 12:20:26'), (""Guy's Gyros"", '2014-01-14 17:34:01', '2014-01-14 17:34:16'), (""Brew've Been Served"", '2014-01-08 19:23:01', '2014-01-08 19:23:23'), (""Brew've Been Served"", '2014-01-11 18:52:01', '2014-01-11 18:53:10')]"
Sven Flecha,Gustav Cazar,1,"[('General Grocer', '2014-01-14 12:23:01', '2014-01-14 12:29:16')]"
Sven Flecha,Hennie Osvaldo,2,"[(""Guy's Gyros"", '2014-01-14 17:34:01', '2014-01-14 17:38:39'), (""Guy's Gyros"", '2014-01-17 17:38:01', '2014-01-17 17:38:38')]"
Sven Flecha,Hideki Cocinaro,3,"[('Roberts and Sons', '2014-01-16 12:17:01', '2014-01-16 12:20:26'), (""Brew've Been Served"", '2014-01-13 18:49:01', '2014-01-13 18:49:23'), (""Brew've Been Served"", '2014-01-19 18:24:01', '2014-01-19 18:25:19')]"
Sven Flecha,Inga Ferro,2,"[(""Katerina's Café"", '2014-01-14 07:33:01', '2014-01-14 07:33:53'), ('Roberts and Sons', '2014-01-09 12:25:01', '2014-01-09 12:27:46')]"
Sven Flecha,Ingrid Barranco,1,"[('Roberts and Sons', '2014-01-15 12:14:01', '2014-01-15 12:19:17')]"
Sven Flecha,Isak Baza,1,"[('Ouzeri Elian', '2014-01-12 18:36:01', '2014-01-12 18:39:09')]"
Sven Flecha,Isia Vann,1,"[(""Katerina's Café"", '2014-01-09 07:30:01', '2014-01-09 07:32:36')]"
Sven Flecha,Kanon Herrero,4,"[(""Guy's Gyros"", '2014-01-07 17:34:01', '2014-01-07 17:35:42'), (""Guy's Gyros"", '2014-01-07 20:14:01', '2014-01-07 20:14:23'), (""Guy's Gyros"", '2014-01-09 17:28:01', '2014-01-09 17:30:42'), (""Guy's Gyros"", '2014-01-15 17:26:01', '2014-01-15 17:28:38')]"
Sven Flecha,Kare Orilla,3,"[('Roberts and Sons', '2014-01-09 12:30:01', '2014-01-09 12:33:26'), ('Roberts and Sons', '2014-01-15 12:15:01', '2014-01-15 12:22:17'), ('Roberts and Sons', '2014-01-16 12:20:01', '2014-01-16 12:20:26')]"
Sven Flecha,Linnea Bergen,4,"[(""Guy's Gyros"", '2014-01-07 20:13:01', '2014-01-07 20:14:23'), (""Guy's Gyros"", '2014-01-09 17:28:01', '2014-01-09 17:32:42'), (""Guy's Gyros"", '2014-01-12 19:27:01', '2014-01-12 19:28:02'), (""Brew've Been Served"", '2014-01-10 12:14:01', '2014-01-10 12:14:42')]"
Sven Flecha,Loreto Bodrogi,2,"[(""Katerina's Café"", '2014-01-14 07:31:01', '2014-01-14 07:33:36'), (""Brew've Been Served"", '2014-01-09 19:25:01', '2014-01-09 19:26:18')]"
Sven Flecha,Minke Mies,1,"[(""Brew've Been Served"", '2014-01-08 12:14:01', '2014-01-08 12:17:42')]"
Sven Flecha,Nils Calixto,1,"[(""Albert's Fine Clothing"", '2014-01-13 12:17:01', '2014-01-13 12:24:27')]"
Sven Flecha,Stenig Fusil,1,"[(""Brew've Been Served"", '2014-01-11 18:52:01', '2014-01-11 18:52:47')]"
Sven Flecha,Varja Lagos,5,"[(""Katerina's Café"", '2014-01-14 07:32:01', '2014-01-14 07:33:53'), ('Ouzeri Elian', '2014-01-19 12:50:01', '2014-01-19 12:55:34'), (""Guy's Gyros"", '2014-01-08 17:32:01', '2014-01-08 17:32:16'), (""Guy's Gyros"", '2014-01-16 17:19:01', '2014-01-16 17:23:16'), (""Guy's Gyros"", '2014-01-16 19:10:01', '2014-01-16 19:10:58')]"
Sven Flecha,Vira Frente,1,"[('Roberts and Sons', '2014-01-15 12:14:01', '2014-01-15 12:19:26')]"
Sven Flecha,Willem Vasco-Pais,1,"[(""Brew've Been Served"", '2014-01-06 12:23:01', '2014-01-06 12:25:42')]"
Varja Lagos,Adra Nubarron,4,"[(""Katerina's Café"", '2014-01-10 07:23:01', '2014-01-10 07:23:23'), ('Roberts and Sons', '2014-01-06 12:20:01', '2014-01-06 12:21:17'), (""Guy's Gyros"", '2014-01-08 20:19:01', '2014-01-08 20:19:58'), (""Guy's Gyros"", '2014-01-19 19:46:01', '2014-01-19 19:46:53')]"
Varja Lagos,Axel Calzas,3,"[(""Katerina's Café"", '2014-01-11 12:47:01', '2014-01-11 12:47:07'), ('Ouzeri Elian', '2014-01-15 11:58:01', '2014-01-15 11:59:05'), ('Roberts and Sons', '2014-01-06 12:20:01', '2014-01-06 12:20:26')]"
Varja Lagos,Bertrand Ovan,3,"[(""Guy's Gyros"", '2014-01-08 17:28:01', '2014-01-08 17:30:19'), (""Guy's Gyros"", '2014-01-09 19:37:01', '2014-01-09 19:37:36'), (""Guy's Gyros"", '2014-01-13 17:14:01', '2014-01-13 17:17:43')]"
Varja Lagos,Birgitta Frente,2,"[(""Guy's Gyros"", '2014-01-06 17:30:01', '2014-01-06 17:33:39'), (""Guy's Gyros"", '2014-01-16 17:20:01', '2014-01-16 17:23:16')]"
Varja Lagos,Brand Tempestad,4,"[(""Katerina's Café"", '2014-01-07 07:45:01', '2014-01-07 07:45:53'), (""Katerina's Café"", '2014-01-08 07:34:01', '2014-01-08 07:36:23'), (""Guy's Gyros"", '2014-01-06 17:32:01', '2014-01-06 17:36:50'), (""Guy's Gyros"", '2014-01-14 17:26:01', '2014-01-14 17:30:16')]"
Varja Lagos,Edvard Vann,1,"[(""Katerina's Café"", '2014-01-10 07:21:01', '2014-01-10 07:23:23')]"
Varja Lagos,Felix Resumir,3,"[(""Katerina's Café"", '2014-01-06 07:44:01', '2014-01-06 07:45:23'), (""Guy's Gyros"", '2014-01-10 17:30:01', '2014-01-10 17:33:16'), (""Guy's Gyros"", '2014-01-14 17:30:01', '2014-01-14 17:30:16')]"
Varja Lagos,Hennie Osvaldo,6,"[(""Katerina's Café"", '2014-01-07 07:45:01', '2014-01-07 07:46:36'), (""Katerina's Café"", '2014-01-08 07:35:01', '2014-01-08 07:36:23'), ('Roberts and Sons', '2014-01-06 12:23:01', '2014-01-06 12:28:26'), (""Guy's Gyros"", '2014-01-07 17:28:01', '2014-01-07 17:28:39'), (""Guy's Gyros"", '2014-01-10 17:30:01', '2014-01-10 17:31:39'), (""Guy's Gyros"", '2014-01-19 19:46:01', '2014-01-19 19:46:53')]"
Varja Lagos,Hideki Cocinaro,1,"[('Roberts and Sons', '2014-01-06 12:28:01', '2014-01-06 12:28:26')]"
Varja Lagos,Inga Ferro,2,"[(""Katerina's Café"", '2014-01-14 07:33:01', '2014-01-14 07:34:23'), ('Roberts and Sons', '2014-01-10 12:16:01', '2014-01-10 12:23:26')]"
Varja Lagos,Ingrid Barranco,2,"[(""Katerina's Café"", '2014-01-18 12:44:01', '2014-01-18 12:45:07'), (""Brew've Been Served"", '2014-01-17 12:21:01', '2014-01-17 12:22:42')]"
Varja Lagos,Kanon Herrero,1,"[(""Guy's Gyros"", '2014-01-07 17:31:01', '2014-01-07 17:32:16')]"
Varja Lagos,Lidelse Dedos,2,"[('Roberts and Sons', '2014-01-10 12:19:01', '2014-01-10 12:23:26'), (""Guy's Gyros"", '2014-01-06 17:32:01', '2014-01-06 17:36:50')]"
Varja Lagos,Linnea Bergen,1,"[(""Guy's Gyros"", '2014-01-06 17:30:01', '2014-01-06 17:34:42')]"
Varja Lagos,Loreto Bodrogi,4,"[(""Katerina's Café"", '2014-01-10 07:23:01', '2014-01-10 07:23:23'), (""Katerina's Café"", '2014-01-14 07:32:01', '2014-01-14 07:33:36'), (""Katerina's Café"", '2014-01-17 07:53:01', '2014-01-17 07:55:23'), (""Brew've Been Served"", '2014-01-17 12:22:01', '2014-01-17 12:24:42')]"
Varja Lagos,Minke Mies,6,"[(""Katerina's Café"", '2014-01-06 07:43:01', '2014-01-06 07:44:53'), (""Katerina's Café"", '2014-01-09 07:42:01', '2014-01-09 07:43:23'), ('Roberts and Sons', '2014-01-06 12:24:01', '2014-01-06 12:28:26'), ('Roberts and Sons', '2014-01-10 12:20:01', '2014-01-10 12:22:38'), (""Brew've Been Served"", '2014-01-08 18:42:01', '2014-01-08 18:42:23'), (""Brew've Been Served"", '2014-01-17 18:55:01', '2014-01-17 18:55:23')]"
Varja Lagos,Nils Calixto,2,"[('Roberts and Sons', '2014-01-09 12:14:01', '2014-01-09 12:17:17'), ('Kronos Mart', '2014-01-18 13:36:01', '2014-01-18 13:36:43')]"
Varja Lagos,Stenig Fusil,2,"[(""Brew've Been Served"", '2014-01-18 18:16:01', '2014-01-18 18:16:58'), (""Brew've Been Served"", '2014-01-19 18:16:01', '2014-01-19 18:16:47')]"
Varja Lagos,Sven Flecha,5,"[(""Katerina's Café"", '2014-01-14 07:32:01', '2014-01-14 07:33:53'), ('Ouzeri Elian', '2014-01-19 12:50:01', '2014-01-19 12:55:34'), (""Guy's Gyros"", '2014-01-08 17:32:01', '2014-01-08 17:32:16'), (""Guy's Gyros"", '2014-01-16 17:19:01', '2014-01-16 17:23:16'), (""Guy's Gyros"", '2014-01-16 19:10:01', '2014-01-16 19:10:58')]"
Varja Lagos,Vira Frente,1,"[(""Katerina's Café"", '2014-01-11 12:46:01', '2014-01-11 12:47:07')]"
Vira Frente,Ada Campo-Corrente,1,"[(""Albert's Fine Clothing"", '2014-01-14 19:32:01', '2014-01-14 19:33:45')]"
Vira Frente,Adra Nubarron,1,"[('Roberts and Sons', '2014-01-13 11:56:01', '2014-01-13 12:02:17')]"
Vira Frente,Axel Calzas,3,"[(""Katerina's Café"", '2014-01-11 12:47:01', '2014-01-11 12:51:20'), ('Ouzeri Elian', '2014-01-07 12:05:01', '2014-01-07 12:06:05'), ('Bean There Done That', '2014-01-17 07:40:01', '2014-01-17 07:42:49')]"
Vira Frente,Birgitta Frente,2,"[('Bean There Done That', '2014-01-13 07:12:01', '2014-01-13 07:15:49'), ('White Building', '2014-01-10 19:07:01', '2014-01-10 19:08:14')]"
Vira Frente,Brand Tempestad,1,"[('Roberts and Sons', '2014-01-13 12:02:01', '2014-01-13 12:04:17')]"
Vira Frente,Felix Balas,1,"[('Bean There Done That', '2014-01-10 07:40:01', '2014-01-10 07:40:49')]"
Vira Frente,Felix Resumir,1,"[('Roberts and Sons', '2014-01-15 12:19:01', '2014-01-15 12:19:26')]"
Vira Frente,Gustav Cazar,1,"[(""Albert's Fine Clothing"", '2014-01-18 18:22:01', '2014-01-18 18:23:13')]"
Vira Frente,Ingrid Barranco,2,"[(""Albert's Fine Clothing"", '2014-01-10 19:41:01', '2014-01-10 19:41:38'), ('Roberts and Sons', '2014-01-15 12:11:01', '2014-01-15 12:19:17')]"
Vira Frente,Isia Vann,1,"[('Roberts and Sons', '2014-01-17 11:56:01', '2014-01-17 12:01:17')]"
Vira Frente,Kanon Herrero,1,"[(""Katerina's Café"", '2014-01-11 12:40:01', '2014-01-11 12:41:02')]"
Vira Frente,Kare Orilla,1,"[('Roberts and Sons', '2014-01-15 12:15:01', '2014-01-15 12:19:26')]"
Vira Frente,Lars Azada,1,"[(""Albert's Fine Clothing"", '2014-01-18 18:23:01', '2014-01-18 18:24:53')]"
Vira Frente,Lidelse Dedos,4,"[('Roberts and Sons', '2014-01-09 12:00:01', '2014-01-09 12:03:26'), ('Roberts and Sons', '2014-01-15 12:11:01', '2014-01-15 12:11:26'), ('Roberts and Sons', '2014-01-17 11:56:01', '2014-01-17 12:01:17'), ('Bean There Done That', '2014-01-13 07:12:01', '2014-01-13 07:15:49')]"
Vira Frente,Lucas Alcazar,1,"[('White Building', '2014-01-10 19:07:01', '2014-01-10 19:08:14')]"
Vira Frente,Marin Onda,1,"[(""Katerina's Café"", '2014-01-08 12:09:01', '2014-01-08 12:11:23')]"
Vira Frente,Orhan Strum,1,"[(""Albert's Fine Clothing"", '2014-01-19 18:34:01', '2014-01-19 18:34:41')]"
Vira Frente,Sven Flecha,1,"[('Roberts and Sons', '2014-01-15 12:14:01', '2014-01-15 12:19:26')]"
Vira Frente,Varja Lagos,1,"[(""Katerina's Café"", '2014-01-11 12:46:01', '2014-01-11 12:47:07')]"
Vira Frente,Willem Vasco-Pais,1,"[(""Albert's Fine Clothing"", '2014-01-18 18:22:01', '2014-01-18 18:24:53')]"
Willem Vasco-Pais,Ada Campo-Corrente,2,"[(""Albert's Fine Clothing"", '2014-01-10 12:17:01', '2014-01-10 12:23:27'), ('Desafio Golf Course', '2014-01-19 12:37:01', '2014-01-19 12:39:39')]"
Willem Vasco-Pais,Bertrand Ovan,2,"[('General Grocer', '2014-01-07 12:35:01', '2014-01-07 12:36:36'), ('Roberts and Sons', '2014-01-08 12:21:47', '2014-01-08 12:26:17')]"
Willem Vasco-Pais,Birgitta Frente,1,"[('Roberts and Sons', '2014-01-08 12:24:01', '2014-01-08 12:26:17')]"
Willem Vasco-Pais,Elsa Orilla,2,"[(""Albert's Fine Clothing"", '2014-01-17 19:25:01', '2014-01-17 19:26:19'), ('Roberts and Sons', '2014-01-18 13:06:01', '2014-01-18 13:06:47')]"
Willem Vasco-Pais,Felix Resumir,1,"[(""Albert's Fine Clothing"", '2014-01-10 12:17:01', '2014-01-10 12:23:27')]"
Willem Vasco-Pais,Gustav Cazar,2,"[(""Albert's Fine Clothing"", '2014-01-18 18:22:01', '2014-01-18 18:23:13'), (""Brew've Been Served"", '2014-01-18 13:30:01', '2014-01-18 13:33:48')]"
Willem Vasco-Pais,Hennie Osvaldo,1,"[('Roberts and Sons', '2014-01-17 12:34:01', '2014-01-17 12:37:26')]"
Willem Vasco-Pais,Hideki Cocinaro,1,"[('Roberts and Sons', '2014-01-17 12:29:01', '2014-01-17 12:35:26')]"
Willem Vasco-Pais,Isande Borrasca,1,"[('Ahaggo Museum', '2014-01-19 20:05:01', '2014-01-19 20:07:17')]"
Willem Vasco-Pais,Kanon Herrero,3,"[('General Grocer', '2014-01-14 12:37:01', '2014-01-14 12:42:16'), ('Roberts and Sons', '2014-01-17 12:29:01', '2014-01-17 12:29:17'), (""Brew've Been Served"", '2014-01-13 12:21:01', '2014-01-13 12:21:42')]"
Willem Vasco-Pais,Kare Orilla,1,"[('Roberts and Sons', '2014-01-08 12:18:01', '2014-01-08 12:22:26')]"
Willem Vasco-Pais,Lars Azada,1,"[(""Albert's Fine Clothing"", '2014-01-18 18:23:01', '2014-01-18 18:25:13')]"
Willem Vasco-Pais,Lidelse Dedos,1,"[(""Brew've Been Served"", '2014-01-18 13:31:01', '2014-01-18 13:31:14')]"
Willem Vasco-Pais,Sven Flecha,1,"[(""Brew've Been Served"", '2014-01-06 12:23:01', '2014-01-06 12:25:42')]"
Willem Vasco-Pais,Vira Frente,1,"[(""Albert's Fine Clothing"", '2014-01-18 18:22:01', '2014-01-18 18:24:53')]"
nan nan,Inga Ferro,1,"[(""Katerina's Café"", '2014-01-16 11:32:26', '2014-01-16 11:33:18')]"
nan nan,Isia Vann,1,"[(""Katerina's Café"", '2014-01-14 11:57:01', '2014-01-14 11:59:03')]"
nan nan,Marin Onda,1,"[(""Katerina's Café"", '2014-01-15 12:00:01', '2014-01-15 12:01:42')]"
nan nan,Orhan Strum,1,"[(""Katerina's Café"", '2014-01-14 11:55:57', '2014-01-14 11:58:23')]"
nan nan,nan nan,3,"[('Carlyle Chemical Inc.', '2014-01-07 08:50:54', '2014-01-07 08:54:02'), ('Carlyle Chemical Inc.', '2014-01-09 08:46:00', '2014-01-09 08:47:01'), ('Carlyle Chemical Inc.', '2014-01-16 08:49:14', '2014-01-16 08:52:43')]"
